Date,RecFumbTeam,Punter,Muffed,HomeTeam,AwayTeam,desc
2016-10-20,GB,P.O'Donnell,False,GB,CHI,"(14:22) P.O'Donnell punts 44 yards to GB 26, Center-P.Scales. T.Davis to GB 32 for 6 yards (J.Bellamy). FUMBLES (J.Bellamy), recovered by GB-A.Ripkowski at GB 33. A.Ripkowski to GB 33 for no gain (S.McManis)."
2016-10-23,,B.Wing,False,LA,NYG,"(2:19) (Punt formation) B.Wing punts 49 yards to LA 14, Center-Z.DeOssie. T.Austin to LA 14 for no gain (R.Lewis). FUMBLES (R.Lewis), and recovers at LA 11. T.Austin to LA 11 for no gain (R.Lewis)."
2016-10-23,PHI,D.Jones,False,PHI,MIN,"(11:41) D.Jones punts 42 yards to MIN 49, Center-J.Dorenbos. M.Sherels to 50 for 1 yard. FUMBLES, RECOVERED by PHI-T.Burton at MIN 49. T.Burton to MIN 49 for no gain (A.Cole)."
2016-10-23,,L.Edwards,False,NYJ,BAL,"(8:00) (Punt formation) L.Edwards punts 46 yards to BAL 25, Center-T.Purdum. D.Hester to BAL 34 for 9 yards (K.Davis). FUMBLES (K.Davis), ball out of bounds at BAL 34."
2016-10-23,PIT,J.Berry,False,PIT,NE,"(10:50) (Punt formation) J.Berry punts 43 yards to NE 29, Center-G.Warren. J.Edelman to NE 41 for 12 yards (S.Johnson). FUMBLES (S.Johnson), RECOVERED by PIT-G.Warren at NE 43. G.Warren to NE 43 for no gain (J.Edelman)."
2016-10-30,CIN,T.Way,False,CIN,WAS,"(5:59) (Punt formation) T.Way punts 51 yards to CIN 29, Center-N.Sundberg. A.Jones to CIN 34 for 5 yards (M.Foster). FUMBLES (M.Foster), recovered by CIN-M.Flowers at CIN 28. M.Flowers to CIN 28 for no gain (H.Bates). PENALTY on CIN-M.Flowers, Illegal Block Above the Waist, 10 yards, enforced at CIN 28."
2016-10-30,DEN,D.Kaser,False,DEN,SD,"(8:11) D.Kaser punts 54 yards to DEN 22, Center-M.Windt. J.Norwood to DEN 32 for 10 yards (S.McGrath). FUMBLES (S.McGrath), recovered by DEN-J.Taylor at DEN 32. J.Taylor to DEN 32 for no gain (J.Perry)."
2016-11-06,,D.Colquitt,False,KC,JAX,"(2:16) D.Colquitt punts 53 yards to JAX 15, Center-J.Winchester. B.Walters to JAX 23 for 8 yards (D.Alexander). FUMBLES (D.Alexander), RECOVERED by KC-J.O'Shaughnessy at JAX 23. J.O'Shaughnessy to JAX 23 for no gain (A.Brown)."
2016-11-13,ARI,R.Quigley,False,ARI,SF,"(:10) R.Quigley punts 50 yards to SF 22, Center-A.Brewer. J.Kerley to SF 47 for 25 yards (R.Quigley). FUMBLES (R.Quigley), RECOVERED by ARI-G.Martin at ARI 45. G.Martin to ARI 44 for -1 yards (D.Johnson). Penalty on SF-B.Bell, Illegal Block Above the Waist, declined. The Replay Official reviewed the fumble ruling, and the play was Upheld. The ruling on the field stands."
2016-11-27,HOU,D.Kaser,False,HOU,SD,"(1:41) D.Kaser punts 52 yards to HOU 22, Center-M.Windt. W.Fuller to HOU 28 for 6 yards (J.Perry). FUMBLES (J.Perry), recovered by HOU-R.Nelson at HOU 28. R.Nelson to HOU 28 for no gain (S.McGrath)."
2016-11-27,,J.Ryan,False,TB,SEA,"(11:49) (Punt formation) J.Ryan punts 55 yards to TB 12, Center-N.Frese. A.Humphries to TB 36 for 24 yards (N.Frese). FUMBLES (N.Frese), ball out of bounds at TB 36."
2016-12-01,DAL,C.Jones,False,MIN,DAL,"(10:39) (Punt formation) C.Jones punts 46 yards to MIN 14, Center-L.Ladouceur. A.Thielen to MIN 11 for -3 yards (V.Mayle). Dallas challenged the runner was down by contact ruling, and the play was REVERSED. (Punt formation) C.Jones punts 46 yards to MIN 14, Center-L.Ladouceur. A.Thielen to MIN 11 for -3 yards (K.Wilber). FUMBLES (K.Wilber), RECOVERED by DAL-K.Wilber at MIN 8. K.Wilber to MIN 8 for no gain (A.Thielen)."
2016-12-05,IND,P.McAfee,False,NYJ,IND,"(:12) M.Overton to IND 41 for -12 yards. FUMBLES, recovered by IND-P.McAfee at IND 40. P.McAfee punts 44 yards to NYJ 3, downed by IND-C.Milton."
2016-12-11,ARI,D.Butler,False,MIA,ARI,"(3:42) (Punt formation) D.Butler punts 53 yards to MIA 37, Center-A.Brewer. J.Landry to MIA 47 for 10 yards. FUMBLES, RECOVERED by ARI-A.Okafor at MIA 47. A.Okafor to MIA 47 for no gain (J.Landry). MIA-K.Drake was injured during the play. His return is Questionable."
2016-12-18,,B.Wing,False,NYG,DET,"(12:07) B.Wing punts 51 yards to DET 19, Center-Z.DeOssie. A.Roberts to DET 22 for 3 yards (B.Goodson). FUMBLES (B.Goodson), ball out of bounds at DET 24."
2016-12-22,NYG,D.Jones,False,PHI,NYG,"(11:39) D.Jones punts 43 yards to NYG 49, Center-R.Lovato. D.Harris to NYG 49 for no gain (T.Brooks). FUMBLES (T.Brooks), recovered by NYG-T.Wade at NYG 44. T.Wade to NYG 44 for no gain (N.Bradham)."
2016-12-24,LA,B.Pinion,False,LA,SF,"(5:32) B.Pinion punts 40 yards to LA 42, Center-K.Nelson. T.Austin to LA 42 for no gain (G.Celek). FUMBLES (G.Celek), recovered by LA-M.Jordan at LA 41. M.Jordan to LA 41 for no gain (P.Iworah)."
2017-01-01,PIT,B.Colquitt,True,PIT,CLE,"(2:19) (Punt formation) B.Colquitt punts 48 yards to PIT 14, Center-C.Hughlett. E.Rogers to PIT 14 for no gain. FUMBLES, ball out of bounds at PIT 14. PENALTY on PIT-R.Nix, Offensive Holding, 7 yards, enforced at PIT 14."
2017-01-01,,R.Allen,False,MIA,NE,"(3:16) (Punt formation) R.Allen punts 42 yards to MIA 41, Center-J.Cardona. J.Grant to MIA 41 for no gain (J.Jones). FUMBLES (J.Jones), and recovers at MIA 41. J.Grant to MIA 41 for no gain (M.Slater)."
2017-01-01,,J.Hekker,False,LA,ARI,"(11:54) J.Hekker punts 47 yards to ARI 48, Center-J.McQuaide. P.Peterson to ARI 48 for no gain (M.Thomas). FUMBLES (M.Thomas), and recovers at ARI 43. P.Peterson to ARI 43 for no gain (C.Davis)."
